Sand_target
19.1
18.0
18.0
3.2
0.6
0.8
61.2
60.4
57.0
1.7
0.0
47.1
46.4
46.9
9.5
7.1
5.3
57.0
45.6
25.4
26.8
29.3
4.6
5.7
3.3
34.4
44.0
60.7
32.8
32.5
36.7
48.8
45.1
53.2
51.4
47.5
53.8
16.1
15.1
0.0
0.6
0.0
0.0
83.7
83.3
84.5
46.2
48.8
51.6
76.8
76.4
76.8
73.2
74.2
78.6
16.5
17.1
27.0
77.2
79.5
88.3
42.3
40.1
42.2
74.5
75.0
73.5
51.5
54.7
61.8
13.8
12.9
6.5
40.3
43.2
9.5
31.0
27.2
11.4
28.6
34.2
25.4
60.4
59.4
52.5
32.1
26.7
23.9
0.0
0.3
0.8
5.0
9.3
13.4
37.5
37.4
46.8
0.0
0.0
4.0
0.0
0.0
0.0
24.5
26.8
25.2
38.1
42.3
43.3
0.0
0.0
3.8
0.0
0.5
0.0
27.7
21.8
4.8
0.0
1.1
0.0
3.7
1.5
2.2
26.0
26.5
21.9
74.5
80.9
88.2
55.9
59.9
31.3
64.8
65.3
64.6
83.8
86.5
85.4
26.0
31.5
35.4
83.8
82.3
83.9
20.0
21.1
31.9
2.4
3.4
41.5
40.6
45.2
62.6
63.1
64.6
36.2
37.2
47.4
2.3
2.1
0.6
9.8
7.9
7.9
45.0
46.2
45.8
4.7
3.4
5.8
9.3
6.1
9.4
40.8
45.2
51.7
5.4
8.4
3.2
58.1
61.7
56.8
0.0
0.9
0.0
9.2
9.5
12.8
9.4
17.5
4.8
94.1
93.6
94.0
1.0
1.1
0.0
57.6
61.5
0.0
0.0
0.0
10.1
11.4
12.9
89.5
89.1
90.1
28.3
28.1
11.3
67.3
67.8
77.9
4.5
5.7
11.8
50.2
49.7
59.3
30.6
28.4
29.7
20.7
22.4
33.8
17.4
12.2
65.5
66.8
82.9
84.0
85.4
61.1
61.8
73.3
61.8
64.6
66.8
15.5
12.8
10.1
66.3
70.7
60.4
50.7
52.9
57.8
45.6
48.0
50.1
51.9
49.7
46.8
48.9
52.3
45.3
15.2
14.4
14.1
42.9
44.4
47.4
49.5
48.0
54.3
84.5
76.2
78.7
33.8
34.3
37.3
48.1
56.1
42.5
50.3
45.3
56.1
0.0
1.4
6.5
9.1
6.6
11.3
15.0
13.2
37.6
46.8
48.9
41.2
24.1
23.7
14.5
69.8
70.1
76.5
26.0
27.7
16.6
43.5
44.6
54.3
6.3
3.7
1.1
2.9
0.6
0.1
54.0
58.2
57.3
21.6
22.2
18.7
58.3
56.5
55.3
4.2
0.6
6.1
39.6
37.3
24.1
46.0
44.6
26.2
41.4
41.6
35.3
2.0
1.8
0.0
20.1
6.7
43.5
47.6
46.8
45.4
47.7
42.9
2.0
3.7
0.7
24.2
25.4
21.4
41.0
42.5
45.7
51.4
43.1
55.5
54.6
65.7
95.6
92.8
94.1
0.0
0.0
0.0
70.5
74.3
76.6
0.7
1.1
1.8
40.5
35.7
35.1
44.6
45.5
23.9
63.5
63.6
48.4
73.8
71.8
81.2
19.2
25.8
64.0
66.0
65.3
84.7
86.0
86.0
52.6
55.3
58.7
34.4
32.3
19.5
38.6
39.6
38.2
54.4
53.3
59.9
52.9
56.5
61.3
71.3
71.6
72.9
18.5
18.2
15.7
30.1
29.8
33.0
14.4
5.6
8.6
51.7
55.8
58.9
24.4
25.8
14.4
41.5
44.1
38.3
88.1
86.5
92.3
16.1
17.1
18.8
17.1
17.4
1.5
0.0
0.0
0.0
19.9
21.2
23.1
0.0
0.0
62.6
64.8
62.4
65.1
64.6
82.4
80.7
85.5
88.7
20.2
23.0
33.1
49.0
54.4
55.8
34.5
31.0
23.7
75.7
78.1
70.7
34.4
33.2
38.2
0.5
1.0
0.1
20.4
22.3
21.0
29.6
27.7
26.6
16.9
16.7
12.3
61.0
60.9
43.8
41.1
44.8
61.4
61.7
63.1
0.0
1.1
0.4
48.1
47.8
49.7
46.5
47.4
55.5
6.0
2.6
59.3
60.0
56.4
26.5
25.0
20.5
48.5
47.5
38.8
22.0
9.9
0.8
39.6
40.3
40.7
89.6
91.1
89.0
61.7
62.4
47.5
2.6
0.7
